timestamp_us,w/x,w/y,w/theta,IR[0],IR[1],IR[2],IR[3],state
73300000,-5.0736,7.3985,16.6503,63.77,86.19,54.07,50.71,3
73400000,-5.0957,7.3537,16.8216,57.01,136.82,52.95,54.83,3
73500000,-5.1099,7.3057,16.9907,55.01,156.17,54.15,53.36,3
73600000,-5.1160,7.2561,17.1577,58.75,131.72,51.23,52.16,3
73700000,-5.1138,7.2061,17.3224,53.11,82.56,53.70,54.60,3
73800000,-5.1035,7.1572,17.4849,53.86,53.51,54.02,53.23,3
73900000,-5.0856,7.1105,17.6450,60.05,64.14,52.05,50.65,3
74000000,-5.0606,7.0672,17.8026,69.33,105.14,52.39,51.85,3
74100000,-5.0292,7.0283,17.9578,97.72,138.91,53.91,54.57,3
74200000,-4.9923,6.9946,18.1104,136.71,157.69,53.49,52.58,3
74300000,-4.9507,6.9668,18.2604,156.22,145.66,52.87,54.92,3
74400000,-4.9055,6.9455,18.4077,135.28,131.79,54.36,50.79,3
74500000,-4.8577,6.9308,18.5522,91.85,122.93,50.12,51.17,3
74600000,-4.8083,6.9231,18.6940,57.10,114.88,52.63,52.55,3
74700000,-4.7583,6.9222,18.8330,68.26,117.08,53.87,54.22,3
74800000,-4.7087,6.9282,18.9690,109.59,122.65,53.45,54.10,3
74900000,-4.6603,6.9407,19.1021,148.98,131.89,54.40,50.35,3
75000000,-4.6139,6.9593,19.2321,149.18,149.37,53.23,52.26,3
75100000,-4.5702,6.9837,19.3591,121.70,153.81,54.75,54.42,3
75200000,-4.5299,7.0133,19.4830,81.26,149.03,54.36,51.66,3
75300000,-4.4935,7.0476,19.6037,58.38,129.07,52.91,51.65,3
75400000,-4.4613,7.0858,19.7212,61.43,90.32,52.37,51.37,3
75500000,-4.4337,7.1275,19.8354,76.98,62.56,50.72,51.18,3
75600000,-4.4109,7.1720,19.9464,91.75,59.78,51.80,50.16,3
75700000,-4.3930,7.2187,20.0540,108.67,102.94,54.42,52.22,3
75800000,-4.3800,7.2670,20.1581,123.45,139.71,52.72,53.40,3
75900000,-4.3720,7.3163,20.2589,133.99,154.04,51.42,53.62,3
76000000,-4.3688,7.3662,20.3562,136.61,120.70,53.06,54.36,3
76100000,-4.3702,7.4162,20.4499,126.81,76.53,53.53,50.93,3
76200000,-4.3762,7.4658,20.5402,125.50,54.12,54.24,52.45,3
76300000,-4.3865,7.5148,20.6268,118.45,78.12,50.76,51.18,3
76400000,-4.4007,7.5627,20.7098,103.52,130.97,53.97,54.28,3
76500000,-4.4188,7.6093,20.7891,85.81,151.34,51.83,52.77,3
76600000,-4.4402,7.6545,20.8648,66.59,146.80,52.30,53.40,3
76700000,-4.4649,7.6980,20.9367,57.41,100.10,51.28,51.89,3
76800000,-4.4925,7.7397,21.0049,55.20,68.79,54.48,50.33,3
76900000,-4.5227,7.7795,21.0694,79.08,53.19,53.03,50.33,3
77000000,-4.5553,7.8174,21.1300,101.90,69.82,50.99,50.74,3
77100000,-4.5900,7.8534,21.1868,134.46,107.87,52.30,54.93,3
77200000,-4.6265,7.8876,21.2397,157.12,131.85,52.95,53.69,3
77300000,-4.6647,7.9199,21.2888,141.09,155.08,50.11,50.06,3
77400000,-4.7043,7.9504,21.3340,109.36,153.41,53.13,54.00,3
77500000,-4.7451,7.9793,21.3753,77.31,132.52,52.56,50.76,3
77600000,-4.7870,8.0066,21.4127,58.70,113.72,51.84,52.97,3
77700000,-4.8297,8.0326,21.4461,74.06,86.03,51.42,53.17,3
77800000,-4.8732,8.0572,21.4756,107.62,68.07,53.87,54.56,3
77900000,-4.9173,8.0807,21.5011,149.03,54.22,54.25,52.33,3
78000000,-4.9620,8.1033,21.5227,154.49,52.06,51.21,54.36,3
78100000,-5.0070,8.1251,21.5403,120.18,67.31,50.71,54.16,3
78200000,-5.0523,8.1463,21.5538,80.19,85.83,51.92,51.84,3
78300000,-5.0978,8.1670,21.5634,59.86,105.27,50.84,52.31,3
78400000,-5.1434,8.1875,21.5690,68.25,125.17,51.42,52.56,3
78500000,-5.1890,8.2079,21.5706,111.14,137.81,53.31,54.48,3
78600000,-5.2346,8.2284,21.5682,151.65,149.47,52.32,51.00,3
78700000,-5.2801,8.2493,21.5618,154.16,155.78,52.90,50.43,3
78800000,-5.3253,8.2705,21.5514,115.41,145.51,54.31,50.76,3
78900000,-5.3702,8.2925,21.5370,80.67,139.69,51.74,50.01,3
79000000,-5.4148,8.3152,21.5186,53.61,112.47,54.40,53.90,3
79100000,-5.4588,8.3390,21.4963,66.64,94.12,51.11,50.50,3
79200000,-5.5021,8.3639,21.4699,110.98,72.34,53.12,54.80,3
79300000,-5.5447,8.3901,21.4396,142.66,61.47,50.57,54.57,3
79400000,-5.5864,8.4177,21.4054,158.40,60.12,52.62,53.02,3
79500000,-5.6270,8.4469,21.3672,128.41,68.39,54.78,54.12,3
79600000,-5.6663,8.4778,21.3251,90.16,99.00,50.18,53.53,3
79700000,-5.7041,8.5105,21.2791,60.61,131.72,52.83,52.69,3
79800000,-5.7403,8.5450,21.2293,55.02,154.90,54.39,50.18,3
79900000,-5.7746,8.5814,21.1755,74.49,151.57,54.05,54.25,3
80000000,-5.8067,8.6197,21.1179,98.88,120.42,50.62,54.78,0
80100000,-5.8364,8.6600,21.0565,124.86,86.08,50.72,52.08,0
80200000,-5.8634,8.7020,20.9914,145.59,61.59,51.61,50.19,0
80300000,-5.8875,8.7459,20.9224,155.64,61.66,53.89,54.18,0
80400000,-5.9083,8.7913,20.8497,147.75,100.18,51.03,53.84,0
80500000,-5.9256,8.8382,20.7733,148.05,139.05,50.14,53.17,0
80600000,-5.9390,8.8864,20.6932,131.09,150.09,52.33,54.13,0
80700000,-5.9484,8.9355,20.6094,120.69,126.11,52.12,51.70,0
80800000,-5.9535,8.9852,20.5221,115.65,73.88,52.64,52.78,0
80900000,-5.9541,9.0352,20.4311,116.53,53.22,50.06,51.47,0
81000000,-5.9499,9.0851,20.3367,118.72,81.26,51.15,53.10,0
81100000,-5.9408,9.1342,20.2387,134.32,125.36,51.83,52.77,0
81200000,-5.9269,9.1822,20.1372,139.55,151.07,54.51,52.34,0
81300000,-5.9080,9.2285,20.0323,148.26,136.98,52.03,51.52,0
81400000,-5.8842,9.2725,19.9240,158.69,102.00,54.71,54.71,0
81500000,-5.8556,9.3135,19.8124,147.26,62.67,53.82,50.82,0
81600000,-5.8225,9.3510,19.6975,118.85,52.78,50.45,51.97,0
81700000,-5.7853,9.3844,19.5794,76.68,63.97,52.95,52.48,0
81800000,-5.7442,9.4129,19.4580,57.18,88.93,52.00,51.57,0
81900000,-5.7000,9.4362,19.3335,65.05,116.25,52.58,52.16,0
82000000,-5.6531,9.4537,19.2059,109.53,130.60,52.95,53.49,0
82100000,-5.6044,9.4648,19.0752,149.23,139.70,53.92,51.55,0
82200000,-5.5546,9.4694,18.9415,146.29,146.22,51.81,51.70,0
82300000,-5.5046,9.4672,18.8049,114.41,138.55,53.37,54.81,0
82400000,-5.4555,9.4580,18.6654,71.86,133.60,50.53,52.49,0
82500000,-5.4081,9.4420,18.5230,57.70,120.51,51.26,51.82,0
82600000,-5.3636,9.4193,18.3779,78.91,100.15,50.16,50.30,0
82700000,-5.3229,9.3903,18.2300,122.32,74.43,52.93,51.79,0
82800000,-5.2870,9.3554,18.0795,149.06,59.63,52.46,53.91,0
82900000,-5.2568,9.3156,17.9264,159.25,59.21,51.74,50.61,0
83000000,-5.2332,9.2715,17.7707,150.37,105.32,50.78,52.82,0
83100000,-5.2168,9.2243,17.6125,139.20,147.44,52.29,50.99,0
83200000,-5.2082,9.1750,17.4520,132.81,153.73,52.75,53.24,0
83300000,-5.2077,9.1250,17.2891,126.61,121.81,54.82,50.65,0
83400000,-5.2154,9.0756,17.1239,139.45,76.97,50.19,52.79,0
83500000,-5.2312,9.0282,16.9564,145.05,51.00,52.46,54.76,0
83600000,-5.2549,8.9841,16.7868,152.03,71.45,53.74,54.83,0
83700000,-5.2857,8.9447,16.6152,152.15,116.60,52.14,50.97,0
83800000,-5.3228,8.9112,16.4415,118.85,141.04,53.63,53.71,0
83900000,-5.3652,8.8848,16.2659,86.38,156.96,52.45,52.21,0
84000000,-5.4116,8.8662,16.0883,55.56,152.55,52.44,52.81,0
84100000,-5.4606,8.8562,15.9090,74.71,154.39,51.56,50.26,0
84200000,-5.5106,8.8552,15.7280,116.15,153.37,53.75,53.52,0
84300000,-5.5600,8.8633,15.5452,149.97,149.39,51.47,52.77,0
84400000,-5.6070,8.8803,15.3609,141.80,154.95,54.07,51.05,0
84500000,-5.6501,8.9057,15.1751,106.15,150.32,51.55,52.65,0
84600000,-5.6876,8.9387,14.9878,78.60,123.49,50.70,53.04,0
84700000,-5.7184,8.9781,14.7992,60.12,80.16,54.41,52.90,0
84800000,-5.7411,9.0227,14.6093,57.08,57.30,54.25,54.70,0
84900000,-5.7550,9.0707,14.4181,57.90,65.88,54.82,52.33,0
85000000,-5.7594,9.1205,14.2259,63.92,114.55,51.89,50.35,0
85100000,-5.7542,9.1702,14.0325,61.73,154.49,53.21,50.72,0
85200000,-5.7395,9.2180,13.8382,51.30,149.98,52.54,52.49,0
85300000,-5.7157,9.2620,13.6430,59.47,111.12,50.42,53.54,0
85400000,-5.6839,9.3006,13.4469,73.87,74.83,54.49,50.55,0
85500000,-5.6451,9.3322,13.2501,118.50,61.13,51.43,53.51,0
85600000,-5.6009,9.3555,13.0526,147.76,58.83,51.77,53.30,0
85700000,-5.5530,9.3698,12.8545,146.65,57.39,53.92,51.37,0
85800000,-5.5032,9.3742,12.6559,113.64,59.29,50.61,52.08,0
85900000,-5.4535,9.3688,12.4569,62.54,56.48,53.63,51.66,0
86000000,-5.4059,9.3536,12.2575,54.55,60.33,53.32,54.39,0
86100000,-5.3622,9.3292,12.0579,88.37,55.30,54.78,54.33,0
86200000,-5.3242,9.2967,11.8580,120.91,76.32,54.47,52.67,0
86300000,-5.2935,9.2573,11.6581,149.53,116.76,52.80,54.02,0
86400000,-5.2712,9.2125,11.4581,155.07,149.19,50.38,52.14,0
86500000,-5.2582,9.1642,11.2581,151.15,148.54,50.56,51.76,0
86600000,-5.2550,9.1143,11.0583,154.03,111.80,50.02,53.00,0
86700000,-5.2619,9.0648,10.8586,158.82,65.67,50.02,50.60,0
86800000,-5.2784,9.0176,10.6593,148.75,59.50,53.92,51.61,0
86900000,-5.3039,8.9746,10.4603,138.88,83.74,50.37,53.87,0
87000000,-5.3374,8.9375,10.2618,110.52,120.06,53.39,50.04,0
87100000,-5.3775,8.9076,10.0638,75.69,146.37,50.12,52.01,0
87200000,-5.4227,8.8863,9.8664,58.94,149.30,54.52,50.05,0
87300000,-5.4712,8.8741,9.6697,82.91,158.68,51.69,52.03,0
87400000,-5.5211,8.8717,9.4737,128.51,157.91,51.98,52.28,0
87500000,-5.5706,8.8790,9.2786,156.93,150.73,54.46,50.64,0
87600000,-5.6177,8.8957,9.0844,136.50,147.55,54.37,51.51,0
87700000,-5.6608,8.9211,8.8912,100.67,138.55,53.64,52.75,0
87800000,-5.6982,8.9543,8.6990,61.99,103.54,54.98,51.13,0
87900000,-5.7286,8.9940,8.5080,52.35,67.20,52.33,50.72,0
88000000,-5.7510,9.0387,8.3182,59.74,53.51,50.52,50.99,0
88100000,-5.7646,9.0868,8.1298,68.51,86.95,52.14,52.26,0
88200000,-5.7690,9.1366,7.9427,71.16,131.99,53.68,53.10,0
88300000,-5.7642,9.1864,7.7570,63.02,152.18,50.73,51.43,0
88400000,-5.7503,9.2344,7.5729,54.21,132.35,51.35,52.66,0
88500000,-5.7280,9.2791,7.3904,58.22,89.71,53.13,50.47,0
88600000,-5.6979,9.3191,7.2096,68.13,58.71,54.83,54.35,0
88700000,-5.6613,9.3531,7.0305,99.01,53.65,52.53,52.67,0
88800000,-5.6192,9.3801,6.8532,134.44,65.36,52.38,50.91,0
88900000,-5.5730,9.3993,6.6778,157.49,81.50,52.37,53.09,0
89000000,-5.5242,9.4103,6.5043,125.76,92.03,52.52,50.66,0
89100000,-5.4743,9.4127,6.3329,81.37,97.98,50.90,54.61,0
89200000,-5.4246,9.4068,6.1636,55.14,83.24,54.32,50.13,0
89300000,-5.3767,9.3926,5.9965,69.20,72.92,50.60,51.75,0
89400000,-5.3317,9.3708,5.8315,118.18,56.40,54.32,50.35,0
89500000,-5.2908,9.3420,5.6689,149.44,58.45,52.53,54.14,0
89600000,-5.2551,9.3070,5.5086,156.06,73.79,52.77,51.33,0
89700000,-5.2253,9.2669,5.3508,137.05,104.04,50.65,51.40,0
89800000,-5.2021,9.2226,5.1954,122.42,145.18,50.35,53.38,0
89900000,-5.1859,9.1753,5.0426,111.39,157.94,51.83,52.51,0
90000000,-5.1769,9.1261,4.8924,99.97,125.02,51.44,52.18,1
90100000,-5.1753,9.0761,4.7449,94.44,76.47,50.82,54.66,1
90200000,-5.1809,9.0264,4.6001,101.37,58.01,52.30,51.09,1
90300000,-5.1935,8.9781,4.4581,119.39,84.55,53.67,50.42,1
90400000,-5.2126,8.9319,4.3189,135.36,125.26,51.53,52.40,1
90500000,-5.2379,8.8887,4.1827,151.46,149.68,54.06,54.30,1
90600000,-5.2687,8.8493,4.0494,150.56,143.78,52.02,53.37,1
90700000,-5.3043,8.8142,3.9191,142.12,117.61,53.76,50.77,1
90800000,-5.3441,8.7840,3.7918,98.07,89.64,54.95,54.06,1
90900000,-5.3874,8.7589,3.6677,62.23,75.38,53.40,54.24,1
91000000,-5.4333,8.7392,3.5467,57.91,59.39,53.72,52.64,1
91100000,-5.4813,8.7250,3.4290,86.60,55.82,52.56,51.25,1
91200000,-5.5305,8.7164,3.3145,135.30,50.92,51.60,52.78,1
91300000,-5.5804,8.7133,3.2033,149.97,58.69,50.02,52.54,1
91400000,-5.6304,8.7156,3.0954,125.62,54.45,52.15,51.01,1
91500000,-5.6798,8.7231,2.9910,81.40,60.24,54.05,54.49,1
91600000,-5.7282,8.7356,2.8899,53.21,57.88,52.39,51.57,1
91700000,-5.7752,8.7527,2.7924,74.75,62.94,54.62,50.17,1
91800000,-5.8204,8.7741,2.6983,111.79,82.64,50.12,50.27,1
91900000,-5.8634,8.7996,2.6078,148.37,107.96,50.44,53.98,1
92000000,-5.9041,8.8286,2.5209,148.97,133.58,50.53,51.59,1
92100000,-5.9422,8.8610,2.4376,130.58,155.25,50.59,50.39,1
92200000,-5.9776,8.8963,2.3580,97.13,149.76,51.72,54.67,1
92300000,-6.0103,8.9342,2.2820,63.80,124.96,53.94,53.79,1
92400000,-6.0401,8.9743,2.2098,60.34,88.23,51.49,54.68,1
92500000,-6.0671,9.0164,2.1413,57.04,53.04,53.92,51.74,1
92600000,-6.0913,9.0601,2.0766,75.56,63.77,50.66,50.02,1
92700000,-6.1128,9.1053,2.0156,92.76,101.59,51.38,53.05,1
92800000,-6.1317,9.1516,1.9585,115.51,136.73,52.82,50.05,1
92900000,-6.1481,9.1988,1.9053,122.93,157.17,52.87,54.30,1
93000000,-6.1622,9.2468,1.8559,136.42,120.85,52.42,53.42,1
93100000,-6.1741,9.2953,1.8104,143.60,79.76,51.95,52.91,1
93200000,-6.1839,9.3444,1.7688,146.00,57.75,52.72,51.21,1
93300000,-6.1919,9.3937,1.7311,151.39,71.32,51.43,51.81,1
93400000,-6.1982,9.4433,1.6973,154.86,119.52,53.02,50.06,1
93500000,-6.2030,9.4931,1.6675,158.39,153.33,53.18,53.31,1
93600000,-6.2066,9.5430,1.6417,150.51,141.48,52.10,50.31,1
93700000,-6.2090,9.5929,1.6198,153.07,97.70,53.00,52.51,1
93800000,-6.2106,9.6429,1.6019,158.51,58.51,50.98,53.82,1
93900000,-6.2114,9.6929,1.5880,152.55,61.57,52.71,54.08,1
94000000,-6.2118,9.7429,1.5781,150.32,109.47,53.93,50.99,1
94100000,-6.2119,9.7929,1.5722,154.16,145.48,51.89,54.21,1
94200000,-6.2118,9.8429,1.5703,150.53,150.99,53.82,53.12,1
94300000,-6.2119,9.8929,1.5724,154.81,112.45,54.61,50.44,1
94400000,-6.2123,9.9429,1.5785,158.95,64.91,52.93,52.17,1
94500000,-6.2132,9.9929,1.5886,150.95,54.32,54.56,52.24,1
94600000,-6.2148,10.0428,1.6026,155.80,93.87,53.85,51.49,1
94700000,-6.2173,10.0928,1.6207,157.13,142.59,54.42,51.72,1
94800000,-6.2209,10.1426,1.6427,154.63,157.43,52.71,54.52,1
94900000,-6.2258,10.1924,1.6688,154.89,122.30,52.16,50.97,1
95000000,-6.2321,10.2420,1.6987,142.86,70.40,50.81,51.93,1
95100000,-6.2402,10.2913,1.7327,139.82,50.35,51.43,53.81,1
95200000,-6.2501,10.3404,1.7705,132.52,77.35,54.87,52.96,1
95300000,-6.2621,10.3889,1.8123,129.07,127.69,50.51,51.11,1
95400000,-6.2762,10.4369,1.8580,116.61,158.10,53.85,50.12,1
95500000,-6.2928,10.4840,1.9075,93.01,144.35,54.69,52.69,1
95600000,-6.3118,10.5303,1.9610,80.47,101.51,51.40,50.82,1
95700000,-6.3334,10.5754,2.0183,58.50,64.65,53.21,53.19,1
95800000,-6.3578,10.6190,2.0793,52.37,52.91,54.25,53.30,1
95900000,-6.3849,10.6610,2.1442,55.44,86.73,53.85,50.22,1
96000000,-6.4148,10.7011,2.2129,76.01,129.11,51.02,50.32,1
96100000,-6.4476,10.7389,2.2853,107.85,148.34,53.09,54.80,1
96200000,-6.4831,10.7740,2.3614,144.76,149.66,50.68,52.82,1
96300000,-6.5214,10.8062,2.4412,154.04,134.35,52.53,50.35,1
96400000,-6.5621,10.8352,2.5247,137.66,108.46,50.47,53.82,1
96500000,-6.6053,10.8604,2.6118,94.18,88.67,54.38,52.99,1
96600000,-6.6505,10.8817,2.7024,62.57,65.10,50.20,52.18,1
96700000,-6.6976,10.8986,2.7966,62.16,53.54,50.04,53.51,1
96800000,-6.7461,10.9108,2.8943,96.72,54.77,54.50,50.89,1
96900000,-6.7955,10.9181,2.9955,136.91,59.14,53.96,54.22,1
97000000,-6.8455,10.9202,3.1001,149.60,53.73,51.08,53.74,1
97100000,-6.8954,10.9169,3.2081,117.93,59.81,52.83,51.74,1
97200000,-6.9446,10.9080,3.3195,73.93,52.01,53.53,52.38,1
97300000,-6.9925,10.8936,3.4341,53.08,58.31,53.53,51.05,1
97400000,-7.0383,10.8737,3.5520,73.44,74.30,50.08,52.31,1
97500000,-7.0814,10.8483,3.6731,122.54,96.25,51.44,51.85,1
97600000,-7.1211,10.8178,3.7974,152.23,125.23,51.16,50.67,1
97700000,-7.1565,10.7825,3.9248,150.64,148.41,52.46,51.24,1
97800000,-7.1870,10.7430,4.0552,139.64,147.87,51.75,53.49,1
97900000,-7.2120,10.6997,4.1886,114.48,123.84,52.80,51.16,1
98000000,-7.2309,10.6534,4.3250,97.55,76.05,52.76,50.28,1
98100000,-7.2432,10.6049,4.4643,91.06,53.99,53.16,50.22,1
98200000,-7.2485,10.5552,4.6065,79.77,73.71,53.60,54.01,1
98300000,-7.2465,10.5052,4.7514,82.98,128.00,54.71,50.66,1
98400000,-7.2373,10.4561,4.8990,89.89,157.42,50.35,51.49,1
98500000,-7.2207,10.4089,5.0493,106.41,146.32,52.39,54.63,1
98600000,-7.1972,10.3648,5.2023,132.19,98.20,51.85,51.78,1
98700000,-7.1671,10.3248,5.3577,147.47,68.96,54.46,51.26,1
98800000,-7.1311,10.2901,5.5157,152.56,53.36,50.28,50.67,1
98900000,-7.0901,10.2616,5.6761,127.55,63.91,50.58,50.41,1
99000000,-7.0449,10.2401,5.8388,79.56,72.95,53.81,53.78,1
99100000,-6.9969,10.2263,6.0038,52.49,92.98,52.83,54.23,1
99200000,-6.9472,10.2207,6.1711,72.81,94.68,53.53,51.77,1
99300000,-6.8973,10.2236,6.3405,118.36,95.58,51.70,54.96,1
99400000,-6.8486,10.2349,6.5120,155.13,84.16,51.34,52.78,1
99500000,-6.8026,10.2545,6.6855,146.81,63.63,53.51,53.66,1
99600000,-6.7607,10.2818,6.8610,109.45,58.56,53.50,51.23,1
99700000,-6.7243,10.3161,7.0384,76.36,64.06,54.07,50.14,1
99800000,-6.6946,10.3563,7.2176,62.80,89.92,53.27,51.50,1
99900000,-6.6726,10.4012,7.3985,52.08,140.32,52.12,54.14,1
100000000,-6.6591,10.4493,7.5811,54.88,153.46,52.67,52.22,2
100100000,-6.6547,10.4991,7.7653,59.89,128.68,52.73,50.06,2
100200000,-6.6595,10.5489,7.9510,58.47,81.38,52.90,51.57,2
100300000,-6.6735,10.5969,8.1381,50.44,58.54,50.13,53.63,2
100400000,-6.6963,10.6414,8.3266,55.69,68.08,51.03,54.33,2
100500000,-6.7270,10.6809,8.5165,74.00,104.03,52.78,54.46,2
100600000,-6.7647,10.7137,8.7075,112.24,131.46,51.24,51.60,2
100700000,-6.8080,10.7388,8.8997,148.86,154.22,52.94,52.48,2
100800000,-6.8553,10.7551,9.0930,153.08,156.74,54.09,51.77,2
100900000,-6.9048,10.7619,9.2872,110.26,154.71,52.11,51.93,2
101000000,-6.9547,10.7590,9.4824,65.42,151.83,50.24,50.49,2
101100000,-7.0031,10.7465,9.6784,54.88,157.02,51.00,52.32,2
101200000,-7.0481,10.7247,9.8751,89.16,138.64,51.96,54.21,2
101300000,-7.0880,10.6946,10.0726,125.36,114.87,51.88,53.98,2
101400000,-7.1211,10.6571,10.2706,147.71,80.84,53.71,52.30,2
101500000,-7.1463,10.6139,10.4692,150.39,53.55,53.97,51.50,2
101600000,-7.1623,10.5666,10.6682,151.27,68.51,54.63,50.06,2
101700000,-7.1687,10.5170,10.8675,148.30,113.90,51.55,54.58,2
101800000,-7.1651,10.4671,11.0671,150.28,154.23,50.17,54.75,2
101900000,-7.1517,10.4189,11.2670,159.47,144.51,50.65,53.69,2
102000000,-7.1290,10.3744,11.4669,154.99,116.07,53.29,54.86,2
102100000,-7.0979,10.3352,11.6669,134.47,74.36,54.02,52.09,2
102200000,-7.0597,10.3030,11.8669,100.44,53.07,53.96,52.33,2
102300000,-7.0158,10.2791,12.0667,57.90,57.18,53.71,50.01,2
102400000,-6.9680,10.2643,12.2664,64.54,61.20,54.81,52.07,2
102500000,-6.9183,10.2593,12.4658,101.05,60.37,51.40,53.30,2
102600000,-6.8685,10.2642,12.6648,147.67,56.71,54.18,53.90,2
102700000,-6.8207,10.2788,12.8633,155.94,60.24,54.86,51.52,2
102800000,-6.7767,10.3026,13.0614,124.81,56.59,53.35,52.63,2
102900000,-6.7382,10.3345,13.2588,90.39,74.74,51.81,50.91,2
103000000,-6.7067,10.3733,13.4556,59.72,113.74,53.01,54.42,2
103100000,-6.6834,10.4176,13.6517,60.43,146.79,52.29,52.76,2
103200000,-6.6691,10.4655,13.8468,55.12,153.51,53.26,50.16,2
103300000,-6.6643,10.5152,14.0411,57.94,117.18,51.92,52.54,2
103400000,-6.6691,10.5650,14.2344,59.02,64.89,51.26,52.38,2
103500000,-6.6834,10.6129,14.4267,58.62,59.66,54.04,54.40,2
103600000,-6.7065,10.6573,14.6177,63.81,78.94,51.11,52.67,2
103700000,-6.7376,10.6964,14.8076,86.22,119.32,51.76,54.92,2
103800000,-6.7755,10.7291,14.9962,121.97,148.43,51.81,52.30,2
103900000,-6.8187,10.7541,15.1834,155.74,158.86,51.29,53.25,2
104000000,-6.8659,10.7708,15.3692,149.05,150.02,53.57,54.03,2
104100000,-6.9153,10.7785,15.5534,103.33,156.21,50.78,53.30,2
104200000,-6.9653,10.7770,15.7360,57.64,152.49,52.11,50.18,2
104300000,-7.0142,10.7667,15.9170,61.88,151.41,52.75,51.58,2
104400000,-7.0605,10.7477,16.0963,98.54,156.90,53.48,53.84,2
104500000,-7.1027,10.7209,16.2737,137.52,136.46,54.78,51.35,2
104600000,-7.1396,10.6872,16.4492,157.57,112.53,51.20,53.78,2
104700000,-7.1700,10.6476,16.6228,145.19,75.79,53.32,50.20,2
104800000,-7.1933,10.6033,16.7944,133.27,53.10,54.20,51.39,2
104900000,-7.2088,10.5558,16.9639,119.59,78.45,50.38,52.61,2
105000000,-7.2162,10.5063,17.1312,118.09,121.80,54.46,51.55,2
105100000,-7.2153,10.4563,17.2963,119.13,158.79,54.82,50.89,2
105200000,-7.2063,10.4071,17.4592,123.38,138.37,54.26,52.81,2
105300000,-7.1896,10.3600,17.6196,138.66,98.54,50.01,52.01,2
105400000,-7.1657,10.3161,17.7777,147.55,64.80,53.10,50.25,2
105500000,-7.1352,10.2764,17.9332,151.88,60.28,51.04,54.68,2
105600000,-7.0991,10.2419,18.0862,136.60,77.20,54.14,52.78,2
105700000,-7.0582,10.2131,18.2366,98.47,105.14,50.92,54.88,2
105800000,-7.0135,10.1907,18.3844,55.98,123.45,52.90,53.02,2
105900000,-6.9661,10.1749,18.5294,57.70,142.17,51.79,51.47,2
106000000,-6.9169,10.1661,18.6716,104.55,146.57,50.68,51.89,2
106100000,-6.8669,10.1642,18.8110,140.40,147.94,52.14,50.06,2
106200000,-6.8171,10.1690,18.9475,151.64,142.46,54.91,52.39,2
106300000,-6.7685,10.1805,19.0811,120.22,129.83,51.86,51.12,2
106400000,-6.7217,10.1982,19.2116,76.57,118.45,50.70,50.04,2
106500000,-6.6776,10.2217,19.3391,51.08,93.94,51.96,52.17,2
106600000,-6.6367,10.2505,19.4635,71.66,66.88,52.20,52.01,2
106700000,-6.5996,10.2841,19.5847,101.24,54.27,52.15,53.82,2
106800000,-6.5667,10.3217,19.7027,129.96,64.70,51.51,54.25,2
106900000,-6.5384,10.3629,19.8175,146.27,101.64,52.49,52.05,2
107000000,-6.5148,10.4070,19.9289,154.15,139.19,53.08,53.24,2
107100000,-6.4961,10.4534,20.0370,147.20,155.96,51.03,52.36,2
107200000,-6.4823,10.5015,20.1418,137.82,122.17,54.93,52.05,2
107300000,-6.4735,10.5507,20.2431,138.13,81.35,53.17,52.91,2
107400000,-6.4696,10.6005,20.3409,130.36,57.42,50.99,53.79,2
107500000,-6.4703,10.6505,20.4353,132.68,73.81,51.47,54.85,2
107600000,-6.4756,10.7002,20.5260,141.81,126.19,53.73,51.47,2
107700000,-6.4852,10.7493,20.6132,146.07,149.52,53.66,50.44,2
107800000,-6.4988,10.7974,20.6968,155.72,139.99,52.39,55.00,2
107900000,-6.5163,10.8443,20.7767,155.86,98.69,53.48,50.65,2
108000000,-6.5372,10.8897,20.8530,149.29,66.68,52.71,53.40,2
108100000,-6.5614,10.9334,20.9255,139.25,57.42,50.05,51.30,2
108200000,-6.5886,10.9754,20.9943,115.44,83.40,54.51,51.22,2
108300000,-6.6184,11.0155,21.0594,84.40,126.97,50.01,50.93,2
108400000,-6.6506,11.0538,21.1206,58.18,155.24,53.52,50.22,2
108500000,-6.6850,11.0901,21.1780,52.53,155.38,52.86,54.21,2
108600000,-6.7212,11.1245,21.2316,69.98,129.42,52.81,52.17,2
108700000,-6.7591,11.1571,21.2813,105.42,100.65,52.70,52.16,2
108800000,-6.7985,11.1879,21.3271,141.94,76.76,51.61,54.14,2
108900000,-6.8392,11.2171,21.3690,158.41,58.65,50.84,54.65,2
109000000,-6.8809,11.2446,21.4070,136.38,52.06,54.05,53.22,2
109100000,-6.9235,11.2708,21.4411,90.09,74.66,54.50,54.08,2
109200000,-6.9669,11.2956,21.4712,56.23,88.45,51.46,51.18,2
109300000,-7.0109,11.3193,21.4973,59.99,114.50,51.93,51.32,2
109400000,-7.0554,11.3420,21.5195,87.52,137.75,51.55,51.90,2
109500000,-7.1004,11.3639,21.5377,136.37,150.45,52.90,52.20,2
109600000,-7.1456,11.3852,21.5519,150.26,157.99,51.49,54.36,2
109700000,-7.1911,11.4060,21.5622,132.34,153.94,53.70,51.23,2
109800000,-7.2367,11.4265,21.5684,91.98,142.83,51.78,51.17,2
109900000,-7.2824,11.4469,21.5706,59.32,124.34,52.55,54.51,2
